tweet,emotion
cara lampias emosi baik waktu kecewa dengan kontolkontolin polisi,6
komentar turut kuat tuding soal peras polisi masuk akun ikshsd aku kecewa berat alam pertama dwp maaf ini alam pertama akhir di dwp akan pernah tu,6
sdh kecewa para polisi bnyak kasus lapor mentang orang bawah gak pernah d tanggap cuih,6
rangkai bunga mati kirim bagai anggota dpr korea tolak impeachment yoon seokyeol bagai poster stiker rasa kecewa masyarakat tempel bangunanbangunan tempat kantor people power party ini polisi sedang pasang jaring,6
serius mbak branding diri feminist kadang nongol waktu perempuan angkut kasus nggak adil contoh guru vs polisi kemarin lho akun feminist base besar kok nggak nongol kadang kece,6
yb aku nak podcast dgn yb byk polisi yg raja buat ni tak betul sokong juang refomasi perkara yg buat kan kecewa so please invite me as rakyat biasa nak sembang dengan yb,6
keluarga gro siswa smkn semarang tewas tembak polisi kecewa tidak hadir rapat dengar dapat komisi iii dpr kapolrestabes semarang,6
barusan kemarin demo polisi sekarang kok dukung polisi anjir lahhhh politik bansos asuu asa kecewa tinggal jateng banyak sdm reng,6
warga jkt kecoh pilkada november pilih no kecewa duluan mantan gub jabar juga bobotoh usung kim pilih no polisiemang apa sama polisi akhir pilih paslon no sadar kalo paslon no di usung banteng,6
akhir kecewa apa jadi polisi akhir akhir dari kasus kasus banyak kait oknum polisi yang silih datang ganti muncul tunjuk kompeten polisi ri jalan tugas,6
polisi sibuk saling tembak rakyat cuma lihat kecewa alibi oknum pagiii acab,6
tindak lanjut kasus pak jangan rakyat makin kecewa kerja polisi,6
instansi polisi bawaslu kejakasaan mahkamah agung mahkamah konstitusi yg harap tega hukum jalan baik salah nnti beberapa rakyat yg kecewa buat tega hukum sendiri pak seperti lebih bagus m,6
lahir besar semarang pak sepak terjang p lutfi paham karna kantor urus kapolda jateng jaman pak ricko sampe p lutfi saya aku dukung pecah sus kota pesisir,6
el ajar marah caca cemas kecewa besar citacitaku mau jadi polisi aku shalat waktu benar,6
betul kecewa polisi jangan malah bela salah bule warga negara asing sama polisi dia berani sama warga tambah dukung tambah ngelunjak jadi,6
yup salah satu poin ga salah orang kecewa mereka ga mau dengar sejak awal padahal udah ingat bds bagai cara analogi sama kayak apa kita rasa polisi konoha baru,6
gila gk bnr zaman skrng tegur siswa adil krn bpknya polisi bapak yg kaca sudah didik anak benar guru orang tua pak sekolah kocak bisa nya pd senyum foto saat guru lihat tekan kecewa,6
alis saling taut akhir keluar hela napas kecewa menit sembilan resmi enam jam eunseo dengar hening kosong selang pendek segera susul langkah kaki makin dekat jelas otak sinyalir polisipolisi,6
dua orang tua kecewa polisi tak pernah datang si buah hati hilang jadi benar bocah tak dosa telah culik pasar bunut lalu bantai keri tpu tempat,6
kalau kaga mau kendara sita minggu mau kaga mau minggu ikut antar balik tempat sangkut tautau udah nemu aja marketplace harga miring deskripsi kecewa bekas tilang polisi udah kaga mood pakai,6
keroyok siswa orangtua korban kecewa respons pihak sekolah polisi,6
suporter kecewa hasil sebut nekat turun lapang lampias kecewa main siapa sangka malan sambut tragedi upaya kontrol suporter anarkis polisi tembak gas air mata tonton sontak semua tonton,6
tragedi kanjuruhan oktober mula salah satu kelompok supporter kecewa hasil tanding akhir ricuh polisi tembak gas airmata ujung buruk situasi akibat orang tewas lebih lain luka,6
teliti pukat ugm zaenur rohman aku kecewa hasil seleksi nama capim calon dewas kpk dominasi aparat unsur tegak hukum seperti polisi jaksa hakim hingga auditor baik jabat aktif pensiun,6
sangat kecewa layan polisi gak sigap kyk damkar patroli formalitas gak siaga patroli tempat rawan ayom kan tugas sebel bgt,6
berkalikali kecewa berat polisi saat saya sama sekali milik respek polisi indonesia tak guna sama sekali,6
kalau harap aparat polisi usut tuntas kasus sebut siapsiap kecewa pelihara polisi lihat bagaimana salam peluk polisi usai mereka mengacakacak acara disku,6
anna hela napas kecewa wajah kini kerut mata najam begini cara kerja sekolah doyun langsung interogasi bukankah guru cari tahu lebih dulu interogasi polisi mulai ibu ingin temu doyun,6
irt keroyok tetangga hingga babak bur garagara sering beri makan anjing liar korban dian aku kecewa polisi tahan sangka alas tulang punggung keluarga jalan tilang purigading jimbaran kuta selatan badung,6
orang tua korban bunuh kubur cina minta semua laku penjara aku kecewa putus polisi tiga laku rehabilitasi,6
orangtua korban bunuh kubur cina palembang aku kecewa putus polisi rehab laku orang tua diri tak terima anak tinggal dunia tragis minta semua laku penjara,6
gw kayak kapan ga respect sama polisi udh lanjur kecewa lihat demo internet bnyk polisi aniaya warga alas kalo gak bunuh polisi bunuh tau bnyk polisi baik gw dah nyerah gw gatau kerja polisi tu ngapain,6
suga bts hadir panggil polisi wajah lelah pucat gemar kecewa ungkap rasa kesal,6
kasus awal polisi tiktok alvin lim viral masyarakat kecewa kualitas polri,6
perwira polisi polda kalteng duduk dakwa kasus tembak gijik warga seruyan rusuh bangkal nasihat hukum rasa kecewa pasal ada momen hilang dakwa,6
aji manado kecewa kerja polisi sudah tahun tak pecah temu laku kasus tabrak lari jurnalis riyo noor hendak liput,6
polisi film india polisi indonesia sama kerja dan abdi perintah kuasa bukan rakyat apa beda masa otoriter orde baru suharto aku juga kecewa muak,6
sekali pakbu polisi sama sekali tdk niat cela buruk reputasi polisi hanya rasa kecewa knp sistem itu cerita segala sesuai apa yg jadi tdk sedikit unsur bohong melebihlebihkan,6
playing victim biasa manusia kalo pas lolos wah wah bangga karya pas ketangkep tangan hehehehe bilang rasa kecewa wkwkwkwk moga ajah polisi punya sudut pandang beda kasus hampir sama boriel d,6
bima prawira penuh panggil polisi jalan periksa sangka kecewa akting kramat tunggak malah urus hukum,6
kecewa jadi lampiasin semua beladiri ajar cara bela diri badan pendek tonjokin orangorang hajar orangorang jadi ketua darah dingin enggak kenal ampun enggak takut masuk polisi selalu gesit lari hindar,6
aku seneneg sedih lihat cctv enggak gak bohong bicraa sesuai fakta jakur bener tinggal nunggu pihak polisi ngeluarin hasil periksa,6
hari joel sedih henti polisi jalan polisi minta izin lihat stnk sim joel tuju pas di lihat polisi pernah naksir joel mereka flashback masa lalu tiba tiba istri polisi sebut m,6
percaya polisi sory tidak udhlah gaji pajak masyarakat laku kek binatang nyiksa masyarakat hukum apa yg layak mereka sedih bgt lihat masyarakat kecil siksa semena,6
aneh negara yah sedih lihat nya kominfo sdh umum puluh bahkan ratus rekening anggota dpr ri juga elit negri transfer dana judol lah masyarakat yang di swiping lucu kali polri pak polisi beras bulan habis,6
sedih lihat putus adil polisi urus kasus gang motor salah tangkap gimana klo banding columbia tangkap orang,6
jujur sedih mau nang lihat anggota polisi yg tugas daerah konflik sendiri keluarga selalu was was takut cemas hari tp polisi taik yg rusak nama institusinnya rakus malah foya sini,6
anjng banget gua ngerasa haru sedih haru lihat polisi sana sedih lihat polisi dikonoha,6
sedih lihat jawab polisi kayak asa hutan rimba gurun pasir yg buas,6
polisi polisi sedih lihat laku ga dibswah ga atas,6
sedih ih lihat kasus leceh ky gin untung ketangkep polisi,6
moga tangkap polisi sedih miris lihat video yth moga polisi tangkap orang tsb plus orang desa libat bunuh bos rental mobil biadab,6
moga makin banyak polisi polisi baik ini bukan citra memang benar benar baik harus konten sedih lihat image rusak gara gara banyak oknum jahat rakyat moga sehat sehat sela,6
mana mau tindak yg ginian tetap diperihara kayak yg kemarin oknum polisi nya y,6
lihat temen jadi polwan tu kadang sedih aku gak jadi polwan banyak org ngomong gapapa gak jadi polwan mas punya suami polisi ayah izin aku meni dgn polisi,6
sedih lihat sama umat islam malah antem gin kalau ust memang bahaya knp ga lapor polisi aja sihmalahan derri kasih solusi yg kata mau ngebom malah rubah paham ustadz coba tabayun ngobrol baik kan islam,6
sedih bgt si jadi si polisi kek cjshxjdjd bener gak lihat cewek padahal belah,6
meski gue ga punya hub baik sama anjing krn pernah gigit kali yang laku bajngan pis sedih lihat anjing bravo polisi animal lovers,6
polisi tangkap saipul jamil jalan tom lembong marselino lihat tv libya pagiii lagi peristiwa cicalengka buat sedih love,6
sedih nontonnya semua lagi nangkepin polisi undercover mana tanda kenal gak kasih lihat sangka harus main tonjok padahal si asisten gak melawanmenggunakan keras,6
yah sedih starboys cewe gila govlok tolol tangkap polisi padahal gue mau lihat bonyok pukul orang pas tantang boxing ring tinju,6
innalillahi moga bapak nya beri pintu surga aamiin kalau lihat polisi gin jadi keinget polisi deket arah sekolah padahal pak polisi nya udah bener suruh berhentiin mobil eh bisa nya trabas ampe pak polisi nya senggol beneran aku langsung sedih rasa,6
pecat sdh terlalu byk polisi buruk,6
polisi reformasi deh terlalu nyaman segala kuasa jadi makin beranta kesini stigma polisi sudah terlalu buruk masyarakat,6
efek hilang polisi lingkung jalan raya hidup sosial rakyat muncul street justice bisa dampak lebih buruk di masyarakat masyarakat banyak belum terlalu paham hukum,6
gw gak selalu pukul rata polisi buruk semua walaupun oknum nya banyak lu kalau typing suka rada kadang gw gk ngikutin terlalu jauh perihal kasus bandung cuman d awal bantu viralin abis y sdh alhamdulillah kalau emakny udh pulang malih,6
biasa nama baik polisi terlalu buruk mata rakyat,6
bener buruk total instansi pak klo udh gk mampu taung seluruh anggota polri yg bobrok mending mundur aja serius nama jelek polisi mata masyarakat udh gk dibersihin pake cuci tangan udh te,6
terlalu banyak berita buruk ttg polisi ketika aku tanya anak murid cita kamu apa polisi sedih jangan nak polisi ga baik bagi tidak aku ucap,6
kira stigma anggota paskib gemulai terlalu buruk jelas polisi mengadaada salah hadap aja pushup kali pikir ikut tawur sudah sangat aneh,6
polisi semarang gamau menggeneralisir emang banyak oknum brengsek gue ketawa aja emang kapolri gaakan beresberes oknum yang kalo dikumpulin ngalahin polda sih ga semua polisi buruk citra polisi ud,6
instansi polisi sudah terlalu buruk tidak beri teladan baik kalau terus buruk begini lebih baik instansi di factory reset,6
rasa polisi tidur terlalu buruk hmmm,6
walaupun dilaporin polisi aku gak takut aku sama sekali gak nipu tidak ngelakuin buruk aku jarang buka hp toko aku sibuk kerja amp,4
polisi tidak buruk teman teman saja kalian terlalu melebihlebihkan vidio bagai contoh kita lebih sadar ada polri masyarakat,6
angkt skenario terlalu buruk harus polisi lindung bukan malah ngikutin perintah rusuh,6
tolong polisi manusia walaupun yaa tau image udh terlalu buruk mata either me jd kasus buru ini perlu bantu bagai warga jumlah lebih banyak,6
w syukur w gagal jadi polisi at that time gagal berkas doang nyata jadi anggur yorozuya ga terlalu buruk tenang w cari kerja kok,6
copatcopot bukan copot geser pilih kata jurnalis yg kurang tepat laku bohong publik fitnah beri ganjar yg adil pancing perwira polisi yg untuk buat sama presisi belgedes,6
helena lim dapat laku hukum yg adil kuli bangun yg kriminalisasi polisi kasus vina dekam penjara umur hidup utk buat tidak laku pk tolak ma yg ketua prof sunarto te,6
minggu lalu gw kaya sempet baca kalau polisi institusi paling adil tidak pandang latar belakang pokok kalo duit viral urus,6
aspirasi rakyat polisi cukup laksana tugas baik jujur tegak hukum adil tidak sengsara masyarakat ngga susah sih paham sampai cipta ide temu rakyat lalu ngo,6
oknum seragam seperti polisi spp paling sering tindak adil tidak toleransi ngalamin sendiri,6
fakta kalau ini memang politis polisi samasama bikin susah bikin sengsara rakyat kecil indonesia pernah pihak bgmn buat sejahtera adil buat rakyat indonesia moga allah swt beri mudah,6
henti jadi alat kuasa kalau mampu buat adil penting rakyat bubar kalian ada jaksa polisi nanganin kasus korupsi walopun ga yakin bakal tebang pilih ini pling ga hemat a,6
minta maaf hilang nyawa kan orang tua bagaimana kalau hilang anak tembak oknum polisi anda diam rasa adil bukan,6
maaf kalo sudah punya rasa kecewa diam diam belakang bohong tambah adil dan putus pihak maaf kalo saya sekarang taruh ingin saya bukan raya polisi,6
kadrun batas definsi jahat sesuatu kait selangkang bagaimana jahat yg kait dgn selangkang abuse of power korupsi hacking hakim yg adil polisi begal bahkan terorisme,6
alghazali andai hati raja wali kota adalah syahwat akal panglima amarahnya polisi hati boleh kacau gumpal darah amburadul hancur duduk kota tubuh ia jadi raja bijak nan adil,6
kalau lihat jumlah matra benar lebih banyak tni cara jumlah personel lebih banyak polisi bidang kerja polisi erat bidang hukum jadi seperti kalau mau adil dua institusi tidak perlu apbn besar,6
sdah biasa polisi selalu pandang rendah akyat jelata bda laku jabat mu orang duit polisi pernah mbegakan hukum playanan adil polisi baik tapi banding banding,6
rang orang indonesia klo gambar bugil sdg hooh hooh pamer biasa teriak bawa neraka polisi skrg gambar spt simpan n sebar dg bangga benci dh hilang rasa manusia jangan krn benci buat,6
biasa klo lukisanfoto bugil sdg hooh hooh ngamukdirobek lapor polisi kok skrg lukis spt bredel kok malah ngamuk serendah adil dlm hati kalian jangan keb,6
moga wujud polisi yg benar jujur adil melundungi rakyat main hakim sendiri,6
polisi adil sangka kasus kasus remeh temeh tangan selalu borgol lha gilir si agus lenggang bebas borgol sangka lain,6
gua mau ngasih tau realita kait jadi almarhum gamma tinggal tidak adil bunuh polisi nyata banyak polisi sangat kontra tindak sebut gua udah konfirmasi sendiri depan namun,6
enggak this and that is a different thing misal besok transgender bunuh tidak adil polisi oleh siapa tetep gua suarain kok mau bain ham mau bain schizo pronounce bullshit,6
hukum samatidak beda beda jangan lupa tangan borgol kalau tidakpolisi adil,6
betul aku di tengahtengah aku pergi tkp mungkin aku memberitahu polisi berapa banyak facebooker mati bunuh dapat musibah tidak adil aku tulis guna x alas tulis bagai facebooker,6
jadi polisi dong mesti uji kompetensi kala tetap profesional ngga ngebunuh rakyat ketjil idap ganggu jiwa rangkap jadi beking jahat adil kan,6
polisi makin kesini makin gak bener bagaimana org tegak hukum padahal negeri ini amburadul tega hukum tidak adil,6
udah pak jangan putar selesai kan kasus kalau anggota polisi laku tindak kriminal selalu putar bukti masyarakat kalau polisi benar adil jangan rakya pecya pada polisi,6
pantas pecat bohong arang cerita palsu barang bukti butuh polisi yg jujur adil tidak korup,6
coba kalau tindak adil buka fakta jadi benar awal pakai rekayasa fitnah almarhum gamma teman yg bilang par cok tawur anggota kreakhukum berat polisi brutal bunuh almarhum gamma,6
oknum polisi boroboro ayom masyarakat ibu sendiri bunuh durhaka lewat batas hukum mati tidak adil,6
ujung duit miris urus sama polisi yg kata ayom rakyat aku pernah urus polisi aku saksi pernah minta uang kalau gk bakal penjara miris kan tpi sayang tuhan gk tdur sekalipun wereng adil,6
makanya polisi perlu reformasi totalmakin hari tambah tegak lurus dg cita cita reformasi tidak layan hukum dg adildan masyarakat nelihat nrk bnyak yg tdk bersih,6
wah polisi paksa orang ngaku trlepas ll sprti apa tpi hrus dukung adil yg adil buat,6
logika mediasi sampe x mungkin klo c lapor minta apa terus tutupin semua oknum polisi harus ingin jadi lebih baik depan harus proses sih tidak lagi jadi ini lg jk,4
rasa bukan solusi tepat harus emang ada sadar sendiri masyarakat taat atur polisi sekarang lebih baik kan jadi masyarakat bisa lihat positif nya gitu loh,6
kalaz sdh harus si cewek lapor polisi tindak keras aniaya biar kapok tu cowok masuk bui putusin hubung depan lebih baik buat si cewek,6
harus polisi pake dekat yg lebih baik buat persuasi entah orang ptkpa dulu yg masuk gimana kek jd ga ngegerombol begini kek nangkep gembong narkoba lagi kalo emg yg masalah vadel m,6
harus langsung pidana wasit macam jangan ikut liga kelar tanding udah ditungguin polisi asu tenan percuma bangun timnas liga jadi lebih baik ada aja wasit kayak gin,6
harus langsung pidana main macam jangan ikut liga kelar tanding udah ditungguin polisi asu tenan percuma bangun timnas liga jadi lebih baik ada aja main kayak gin,6
mungkin lebih baik ini yg negur polisi harus yg tindak tindak kriminal yg langgar hukum negara jadi terlalu kalau ngulik barang barang tas mas nya polisi ganggu daerah privasi,6
tuh demo bukan hunger games anjay bisa pikir lebih baik bunuh drpd bunuh yg harus ayom amp,7
padahal semarang tuh akpol akademi polisi akademi arti tempat didik harus ngasih contoh lebih baik calon polisi sana tp malah lebih brutal sedih,6
harus kan emg polisi tuh jaga rakyat wkwkw ngeliat gin jadi asa spesial lebih banyak lihat bobrok institusi panjang umur polisi baik sama rakyat,6
btul harus lebih baik izin tp bayam liar yg banyak org gama mungkin anak anggap gt kalo polisi mau proses kasus yg sepele biasa jarang blm hakim vonis salah hakim,6
kalau mau buat banding kasus polisi atas apa beda suga emang public figure polisi contoh masyarakat bukankah harus polisi lebih paham hukum atur bisa ngasih contoh baik,6
lah kocak harus rilis awal cuat berita kalo hasil periksa dit tpi rilis sllu beda tuh yg bilang yg bilang an terus krna simpang siur lebih baik jangan gegabah mending tu,6
stop normalisasi salah apa udah gede udah tau mana yg baik mana yg buruk terus polisi udah kasih update kadar alkohol dlm badan udah lebih batas tambah wamil harus dia lebih ja,6
salah gaul mah umur segitu harus jadi pribadi lebih baik eh malah ngerakit bom bunuh diri untung polisi cepat nangkep laku terima kasih polisi,6
bagai ortu yg arif beri ajar harga buat anak karena ortu pasti akan lebih dulu tinggal dunia kan banding anak jadi respon ortu yg baik harus ini anak bikin salah pak polisi sudah nak gapapa,6
solusi yg lebih baik gw dah gw jelasin gw anggep lu pihak sama karena lu ngontolin orang yg hakim gak langsung lu ngontolin nu dong skrg tuju kan sama argumen harusny,6
polisi salah harus polisi ikut penjara plus ganti rugi minimal dipecatdimutasiturun pangkat maksimal harakiri lebih baik sih pak paling gak malu,6
bidang kerja yg harus ganti dg ai robot lebih baik yg kait dg hukum polisi jaksa hakim biar objektif judgementnya minim eror algoritmannya rujuk sumber hukum yg gabisa digantirevisi enak yg penting,6
trus harus polisi baik kena imbas oknum orang prasangka harus lebih bijak ambil putus bukan malah ngejelekin semua,6
tanda masyarakat sdh tdk percaya polisi harus jadi ajar lebih baik bukan pukul masyarakat,6
jujur tim aman nya kok ga ya kelas festival harus pake polisi gak tni lah makanya lebih aman festival lingkung tni kalo chaos massa pukul mundur moga vendor beri ganti yg lebih baik amin,6
harus minta maaf lo harus lebih lindungin artis lo harus laporin balik ssg polisi lo harus minta maaf atas ceroboh ajar itu lo lo gabisa lindungin artis lo baik sm,6
tni nya rasa lebih tinggi kalau wn baik harus ikut atur pakai helm kalau kecil begini ga masyarakat mana hormat sama polisi tni,6
kalau judi online masif indonesia lebih baik legal tapi kalau indonesia anggap judi haram segera mungkin tiada mojokerto polwan fadhilatun nikmah harus jadi momentum pun,6
harus kalau bos polisi arti tega langgar ranah hubdat jadi lebih baik lah harus harus,6
harus balik jd polisi bener gaji pake uang rakyat timnas biar lain yg lebih capble gak mungkin gak lebih baik ke pos masing jangan serakah,6
aku pernah si kak saran aku lebih baik dateng kantor polisi dekat aja bagi sentra layan polisi padu harus bantu diarahin,6
turut prihatin saya dukung lapor polisi kecil apa nama teror harus lapor pihak wenang bisa di tindak uu yng laku harus introspeksi diri jadi lebih baik kata kat,6
nah bener lebih detail ada sudut pandang lai kalo cuma dr sisi ngeludahin yawes hujat isi harus driver ngasih kronologi customer ngasih kronologi biar polisi simpul tpi nasi menja,6
vidionya gak pake lama harus polisi meciduknya negara ada lah yg punya budi pekerti yg baik saling harga sopan santun yg model main kaki sama tangan baik nya didik bui agar lebih baik,6
der kalo tau kaka kamu make narkb kalo hidup normal harus ga bakal hancur sampe dramatis tp kalo udh kena emg mending lapor polisi cepat lebih baik hilang sosok orang daripada nyawa,6
plis deh udah ga jaman bully makin kembang nya jaman generasi muda harus lebih baik kasi korban nya moga polisi cepet nanganin kasus laku nya segera tangkap,6
cegah lebih baik obat tp polisi mana mau pake prinsip kek udah dulu dibilangin netizen kl mau cegah jadi fatal harus dijagain awal pintu masuk bukan pin,6
bisa gelontor beras jelang milu harus klo beras memang stok banyak lebih baik klo perintah laku operasi pasar polisi buka lacak langka beras bukan bagi beras tempat ttt,6
maaf kak belum temenku kemarin hilang motor sesuai arah polisi tsb justru lebih baik kalo ga sebar soal mungkin si maling liat makin sembunyi makin susah temu s,6
harus sih harusnyaa moon maap nih video doang ada tindak bukankah lebih baik video bawa polisi warga kalo beneran video real settingan bukankah buu,6
harus pd milu moment yg tepat tingkat citra polisi lebih baik makin percaya masyarakat jgn kotor tp sayang dalam sudah main gigit lantas mau cuci tangan teriak netral terlalu sulit,6
banding jelek tidak mmbuat salah satu tindak nya jadi lebih baik tp yang harus aku harus polisi tindak lanjut ancam kepda ahok saat,6
sender pls bikin lanjut polisi anak nelpon terus tu dua nang nang pls heh,6
salah satu bikin gua kaget kalau tipe frontal buku diaa soal waria ketangkep aparat sodomi kantor polisi bikin gua nang terus gua raung jir jahat banget,6
iseng pake sound polisi anak beneran bikin adekku nang,6
series komedi polisi precinct karakter queer ada eps selalu bikin aku nang kalo rewatch,6
coba kalau posisi balik langsung deh bikin story nangisnangis bikin trhead lapor polisi lapor warga lapor aparat lapor pemuda pancasila,6
dari keluarga miskin banget ken jd polisi jujur ikut tes kali kali gagal terus juang buat gak gagal sampe abis abis perjuangin apa ending nya bagus kok cerita nya jg gak boring malah bikin haru b,6
dulu kiper singapura jago bener juga polisi kan yang bikin nang x final,6
orang orang ngeliat tuh kek tipe susah dibilangin kalo sama orng yg respect bakal manut kok klo masalah langgan polisi kan krn banyak disalahpahamin aja sering bikin anak orang nang bukan mokondo dia kerja serabutan kok jadi kuli,6
sih selalu bikin mau nang tinggal dikonoha waktu liat berita guru sampe mulung lah mksdnya kyk logika konoha ni bener gamasuk akal banyak bgt masalah tp itu jabat polisi lah kek hidup enak bgt dgn t,6
tagih jadi polisi moral dah lu istighfar kata gw bikin orang sakit ati nang grgr komen lu soal tampil masuk dosa,6
orang bikin dosa terus fitnah ancam perintah yg sah nama makar di tangkap polisi nang langsung ke solo orang ngak presiden lg coba berani ngak jgn cuma bacot doang,6
tunggu gua balik gua tampar mulut orangorang bikin mak gua nang bangsat ga peduli anjing lu orangorang hukum gua dilaporin polisi kaga takut gua pukimak ngatain mak gua gabisa kuliahin anak lah gua beasiswa anjing,6
bjirrr man keren banget keluarga antek nya sampe kantor polisi dia bikin orang nang bjirr bjirrr,6
gua sabar banget daritadi ngedepin lo sorry banget nih inimah netijen sabar nunggu siapa antekantekmu yang paling kau bangga sampe bikin orang nang sujud kantor polisi,6
oknum polisi yg neng bikin susah masyarakat kalau gak peras yaa sangka orang enak kalau pecat nang minta kasihan alas punya anak kecil,6
aku nungguin bgt dear you to death pliss aku bikin wish joongdunk bl series joong mafia walaupun joong jadi polisi bukan mafia masih genre yg aku mau bangett pas awal nonton langsung suguhin wish yg capai tuh nang banget sejad,6
gw bawa istri tyap lewat polisi tidur gendut xtra hati krn dy tulang punggung bagi bawah ad pembengkakakan kepentok dkit lgsg nang krn nyeri heran gw sm yg bikin poldur asal aja g ngliat aspek aman bt ibu hamil kondisi moto,6
haha serah lu dah kemarin debat akting mau nang sekarang panggil polisi akting kayak mau panggil tuhan pake bikin wasiat segala kata udh pernah periksa berkalikali,6
sy lbh respect kl bikin video minta maaf sblm lapor polisi sblm dtetapkan sbg tersangkakl minta maaf stlh semua cm allah yg tau ktulusan dan ikhlas nya ga usah jg pk nang lahlebayemang n,4
bikin lapor polisi pergi rs visum bawa bukti cctv tunggu kabar untuk klarifikasi nang nang,6
siap hyung kalo yg bikin nang aku tonjok sekali terus kalo dilaporin polisi aku bilang suruh rowoon hyung,6
betul usa bahkan lgsg kena pasal bully aparat sy biasa nonton yutub dr body camera polisi proses polisi masuk sekolah jgnkan marah mrk sampe bikin nang alas mk mrk lgsg kluar ruang dl kr,6
biasa anak polisi kalo gak tentara kayak gin waktu kecil pernah antem sama anak tentara ane gebukin nang nang pulang bawa pistol bapak wkwkwkw,6
kalo bom ngalamin emng gampang nyalahin doang faktor anak jadi nakal bukan sepenuh salah dik org tua jd karna lingkung teman gaul si anak sendiri jg udh gede hrsnya tau mana yg bener,2
emang terang saksi papar detail walaupun rada risih baca kayak gin lebih parah kalo baca bap polisi buset dah bahasa udah ga karuan kalo kasus lindung anakpemerkosaan bikin stress sering nang bahkan,6
anak polisi bikin nang ibu guru sampe suruh ngaku salah nganiaya oh anak polisi iya iya oknum anak polisi,6
kesel bgt sm polisi yg ga tanggung jawab ayah tiri gue polisi moga amanah aja dehhorangnya keras emang kalau apa gue selalu bilang dia perah cerita kalau gue diprank kating jujur bikin gue sakit hati nang mau disamperin bahkan temennya yg intel ikut,6
louis de funes akting ga obat barusan ketawa sampe nang jam menit gara oscar belum ngakak film rabbi jacob dmn pura jadi rabi padahal antiyahudi film yg serius aja fantomas de funes jadi polisi tetep bikin ngakak,6
viral tawur medan bikin warga nang histeris polisi cek lokasi,6
jangan nang please takut ditangkep pak polisi bikin anak tahun nang,6
ndes sih bikin lapor tipu polisi aja ribet bgt gak heran kalo negara banyak tipu scam ken nang rasa,6
emang lu udah bikin teknologi apa sih omong lu sombong banget tangkap polisi langsung nang rasa paling sakit paling minoritas,6
bikin plotwist sm polisi india sg memang awur awur tapi endingnya gong sekaliii bikin plotwist sm jalan cerita seng haheho endingnya bikin hahhhh anying bikin nang sampe kejer banget dah kek abis diputusin pacar apa ak nang kejer,6
orang kayak gin gak di indonesia pecah belah isu sara kalo dilaporin polisi bikin video minta maaf nang,6
udah bikin lapor polisi doa aku udah nang makimaki,6
guys asli kesel banget sedih kemarin aku obat rs lagi nunggu antre aku hipnotis orang huhu hp aku hilangggg ga lacak hpnya matiin daya jadi jam wib kemarin kirakira kalau lapor polisi works ga,6
hari per hari lalu sangat cepat hingga tokyoverse masih kenang v cuma te en ep sempat berfikir mereka tapi nyata pindah kota sedih iya gwencana v kerja jd anggota medis sekarang v jadi anggota polisi semangat terus deh,6
inget buku rtew kalau polisi khusus unit narkotika waktu tinggal utama tinggal tugas gak upacara hormat bahkan makam disembunyiin aman keluarga sedih ingetnya,6
sedih banget jalan cinta gue ga lurus aja harus polisi todur trus gue jatuh,6
sedih aja liat bagaimana klo antara anak adalah aku terima kasih pak polisi baik moga alloh swt balas semua baik bpk,6
allah sedih bgt baca laku polisi hakim brengsek semua,6
sedih sumpah polisi kerja nya apa sih mau duit dulu baru kerja mau tampol duit dulu baru kerja kasus udah tahun lalu kan kalo korban nya sampe tinggal kasus nya sama sekali ga urusin sama polisi terlalu banget sangkut perkosa,6
sedih banget baca berita oktum hakimpolisi,6
ini wajah bangsa miris sedih menang wahai bapak presiden cinta habis polisi jaksa hakim para jabat korup negara kita cinta,6
sedih gue punya presiden kayak giniyg gak empati rakyat terima kasih polisi kaya iris hati inimasih lupa msalah semarang km dllmo bilang apa yaague gak punya apa,6
terlalu sedih sekali baca kabar peras macam datok sri maaf aparat moga presiden republik indonesia tindak tegas oknum polisi sangkut,6
kasus paling sedih sih polisi sama negara udah asli buta kesi,6
yaallah bener bener sedih polisi gak guna bnr bnr bajing bisabisanya gak punya hati,6
sedih bgt bgt bgt bacain berita pihak polisi ttg mati mahasiswi gymas kaya allah berat apa pikir jadi refleksi jg skrg sadar kalo kuliah tuh emang berat banget lepas kata cekcok sm pacar nambah berat kan,6
liat mahasiswa demo siram gas air mata tuh sedih banget deh emang mahasiswa bawa senjata tajam polisi babi,6
terus juang anak muda jangan kasih kendor polisi aparat yg hadang itu sedih bila ppn tak batal krn gaji juga kecil utk keluarga jadi polisi tni jangan barbar cukup jaga jangan main kayu api ppn,6
harus seperti sampai pak mas tp bila lapor prov apa tangan sedih sih tp realita jalan para sopir maaf pak presiden mohon atensi polisi harus beri aman,6
abang adalah korban rekayasa kasus polisi polresta pontianak mana wakasat briptu bripka suruh berpurapura jadi sangka proses hukum yg jalan adil libat polisi jaksa hakimsemua libat d,7
abg adalah korban rekayasa kasus polisi polresta pontianak proses hukum yg jalan adil libat polisi jaksa hakimsemua libat dlm kasus rekayasa sy mohon perhati bapak presiden prabowo mas gibran sulit dapat adil pontianak,7
masalah pribadi biar sendiri terlalu sibuk jadi polisi moral memang tuju hancur profil lawan jabat negara yg penting jujur adil ayom masyarakat sejahtera kkn mau dengar em,7
waktu ahok kalian semangat lapor polisi tahun kok sekarang kalian bisa laku adil atau apa kalian tidak percaya dengan adil allah adil akhirat,7
